Author,Art,Sale date,Price,Provenance,Sign,Technique and performance material,Size,Image,Estimate,Report,Description,Tried url
Henri Matisse,"Danseuse dans le fauteuil, sol en damier",11.02.2010,"20,802,500","The authenticity of this work has been confirmed by Mme Wanda de Guébriant.
Family of the artist
Heinz Berggruen, Paris (acquired from the above circa 1960)
Private Collection, Europe (acquired from the above in 1961 and sold:
Sotheby's, London, June 27, 2000, lot 19)
Private Collection (acquired at the above sale and sold: Sotheby's, London, June 19, 2007, lot 15)
Acquired at the above sale by the present owner
Basel, Galerie Beyeler, La Femme, 1960, no. 31, illustrated in the catalogue and detail illustrated in color on the cover 
Lydia Delectorskaya, Henri Matisse. Contre vents et marées. Peinture et livres illustrés de 1939 à 1943, Paris, 1996, illustrated p. 369
Danseuse dans le fauteuil, sol en damier brilliantly exemplifies what Matisse called ""the colour of ideas.""   This visually arresting canvas marked the begining of a revolutionary campaign in Matisse's art in the fall of 1942, when he would eliminate extraneous details that characterized his depictions of Odalisqes in the 1920s (fig. 2).  Instead, he turned his focus more exclusively towards the essential components of form and color.  The present work encapsulates this new direction of his art, with its sharp tonal color contrasts and confident, linear clarity.   ""I will now begin to paint with the same ardour as I have drawn,"" Matisse proclaimed in 1942, and surely this canvas has much of the same vigour and spontaneity of his drawings (quoted in Matisse, A Second Life (exhibition catalogue),
READ MORE
","Signed H. Matisse (lower left)
",Oil on canvas,46 by 55 cm,https://sothebys-com.brightspotcdn.com/dims4/default/b258e2b/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F8a%2F1c%2F7b%2Fecbc3e5ca737eff4747ebf8fa0802a588d80d54e15ba1ec848351d34c3%2Fn08675-24-lr-1.jpg,"12,000,000",Found,"Signed H. Matisse (lower left)
Oil on canvas
18 1/8 by 21 5/8 in.
46 by 55 cm
Painted August 16-20, 1942.",
,Abstraktes Bild,11.09.2011,"20,802,500","Anthony d'Offay Gallery, London
Private Collection, Germany
Christie's, London, 6 February 2003, Lot 711
Private Collection
Christie's, New York, 12 May 2011, Lot 122
Acquired from the above sale by the present owner 
Carré d'Art, Museé d'Art Contemporain de Nîmes, Gerhard Richter: 100 Bilder, June - September 1996, p. 29, illustrated in color
Gerhard Richter, Werkübersicht/Catalogue Raisonné 1962-1993, Bonn 1993, no. 752-4, illustrated in color
Dietmar Elger, Ed., Gerhard Richter, Catalogue Rasionné 1988-1994, Vol. 4, Ostfildern 2015, no. 752-4, p. 418, illustrated in color
“I want to end up with a picture that I haven’t planned. This method of arbitrary choice, chance, inspiration and destruction may produce a specific type of picture, but it never produces a predetermined picture…I just want to get something more interesting out of it than those things I can think out for myself.”
Gerhard Richter
","signed, dated XII. 91 and Dez. 91 and numbered 752-4 on the reverse
",oil on canvas,62.2 by 52.1 cm,https://sothebys-com.brightspotcdn.com/dims4/default/12982c0/2147483647/strip/true/crop/1685x2000+0+0/resize/179x212!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2Ff3%2F14%2F08%2F7ec9513bce3c6296fadfebb06190850afdfbdcd1fa043c7d1bb4e173e0%2F438n10070-b4sdc.jpg,"500,000",Found,"signed, dated XII. 91 and Dez. 91 and numbered 752-4 on the reverse
oil on canvas
24 1/2 by 20 1/2 in. 62.2 by 52.1 cm.",
Willem de Kooning,Interchange,11.08.1989,"20,680,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Interchange&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Barnett Newman,By twos,11.13.2013,"20,605,000","Lawrence Rubin, Paris (acquired from the artist in December 1959)
Mr. and Mrs. E. J. Power, London
Seiji Tsutsumi, Tokyo
Acquired by the present owner from the above in 1997
New York, Betty Parsons Gallery, Barnett Newman, April - May 1951 (listed in checklist as 10-1951)
New York, French and Company, Inc., Barnett Newman: A Selection, 1946–1952, March - April 1959, cat. no. 22
Paris, Galerie Neufville, Group Show, February– March 1960
Milan, Galleria dell’Ariete, Undici Americani, April–May 1960, cat. no. 10, illustrated
London, Tate Gallery, Barnett Newman, June–August 1972, cat. no. 11, p. 37, illustrated (as By Two’s)
Basel, Galerie Beyeler, Wege zur Abstraktion, July–September 1989, cat. no. 65, illustrated in color (as By Two’s)
Riehen/Basel, Fondation Beyeler, Die Andere Sammlung/The Other Collection: Homage to Ernst and Hildy Beyeler, September 2007 - January 2008, p. 262, illustrated in color
New York, Gagosian Gallery, Malevich and
READ MORE
Lawrence Alloway, “Notes on Barnett Newman,” Art International 13, no. 6, Summer 1969, p. 35 (text)
Exh. Cat., New York, Museum of Modern Art, Barnett Newman, 1971, p. 60, illustrated (as By Two's) and pp. 59 and 109 (text)
Exh. Cat., Amsterdam, Stedelijk Museum, Barnett Newman, 1972, cat. no. 11, p. 48, illustrated (as By Two’s)
Exh. Cat., Paris, Grand Palais, Galeries Nationales, Barnett Newman, 1972, cat. no. 11, p. 48, illustrated (as By Two’s)
Roelof Louw, “Newman and the Issue of Subject Matter,” Studio International 187, no. 962, January 1974, p. 31 (text)
Benjamin Garrison Paskus, “The Theory, Art, and Critical Reception of Barnett Newman,” Ph.D. dissertation, The University of North Carolina at Chapel Hill, 1974, pp. 93, 95-96, 97, 105, 116, 129, 131 and 148 (text,
READ MORE
By Twos of 1949 is a moving and quintessential example of Barnett Newman’s inimitable contribution to the canon of American art during the critical years after the Second World War. In 1948, Newman painted Onement I, the canvas in which he felt he achieved the radical aesthetic breakthrough that he and his contemporaries each fervently believed was the higher purpose of the artist in the modern era.  Here, Newman’s signature motif – the vertical 'zip' – emerged and with a celebratory burst of energy, the next two years were the most productive of his career. In 1949, he painted eighteen canvases, the largest number he would ever produce in one year and a clear indication of the momentous creative epiphany experienced by Newman at this critical time. Yet, fully eleven of these works now reside in museum collections, including a rich trove of four to be found in New York
READ MORE
","signed with initials; signed, titled and dated 1949 on the reverse
",oil on canvas,168.3 x 40.6 cm,https://sothebys-com.brightspotcdn.com/dims4/default/ea72b56/2147483647/strip/true/crop/591x2000+0+0/resize/63x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F02%2Fa0%2F8f%2F148a8c734f9a1900adf31f2e362018b691ec513066e8c9d07c7f142965%2F860n09037-76hlk.jpg,"18,000,000",Found,"signed with initials; signed, titled and dated 1949 on the reverse
oil on canvas
66 1/4 x 16 in. 168.3 x 40.6 cm.",
Andy Warhol,Big electric chair,05.14.2014,"20,437,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Andy Warhol Big electric chair&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Paul Cézanne,Vue sur L′Estaque et le Château d′If,02.04.2015,"20,375,704",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Paul Cézanne Vue sur L′Estaque et le Château d′If&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Vincent van Gogh,Le pont de Trinquetaille,06.29.1987,"20,367,090",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Le pont de Trinquetaille&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Vincent van Gogh,Le vieil If,11.14.1989,"20,350,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Le vieil If&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Lucio Fontana,"Concetto Spaziale, La Fine di Dio",02.27.2008,"20,343,394",,-,-,-,https://sothebys-com.brightspotcdn.com/dims4/default/021d3d6/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F3b%2Fe8%2F71%2Fbdfb9b32fc1f62d020ec4c2860d560fa18b72e1cc3adc8d2a0efd9b6a3%2F42djz-l03022-15.jpg,"650,000",Found,,
Andy Warhol,Liz #1,11.13.2013,"20,325,000",,"Offset lithograph printed in colors, 1964, signed in ball-point pen, from the approximate edition of 300, on wove paper, published by Leo Castelli Gallery, New York, framed
",-,59 by 58.8 cm,https://sothebys-com.brightspotcdn.com/dims4/default/ab0426f/2147483647/strip/true/crop/1954x2000+0+0/resize/207x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F9a%2Fc8%2Fb8%2F9166f00752ab460a83678db090ebc0d45aa6caff7fb51800e43abc1880%2F587n09684-9hf2z-a.jpg,"25,000",Found,"Offset lithograph printed in colors, 1964, signed in ball-point pen, from the approximate edition of 300, on wove paper, published by Leo Castelli Gallery, New York, framed
sheet: 23 1/4 by 23 1/8 in. (59 by 58.8 cm.)
frame: 28 1/2 by 27 1/2 in. (72.4 by 69.9 cm.)",
Claude Monet,Sous les peupliers,11.04.2014,"20,325,000","Bertha & Potter Palmer, Chicago
Art Institute of Chicago (acquired as a gift from the above in 1922 and sold: Parke-Bernet Galleries Inc., New York, March 2, 1944, lot 59)
Thomas J. Watson, New York (acquired at the above sale)
Private Collection, Switzerland
J. Barry Donahue Fine Arts, Inc., Litchfield
Acquired from the above in 1998
(possibly) Paris, Galerie Georges Petit, Monet-Rodin, 1899, no. 144
Tokyo, Wildenstein Gallery, La Joie de vivre au tournant du siecle, 1991, no. 5, illustrated in color in the catalogue
The Art Institute of Chicago, ed., Handbook of Paintings and Drawings,Chicago, 1922, no. 834, p. 68
M.C., ""Monet in the Art Institute,"" Bulletin of the Art Institute of Chicago, XIX, no. 2, Chicago, February 1925, p. 19
Oscar Reuterswärd, Monet, En konstnärshistorik, Stockholm, 1948, illustrated p. 280
Daniel Wildenstein, Claude Monet, biographie et catalogue raisonné, vol. III, Lausanne & Paris, 1979, no. 1136, illustrated p. 93
R.T. Dunn, The Monet-Rodin Exhibition at the Galerie Georges Petit in 1889 (Ph.D. dissertation), Northwestern University, Chicago, 1978, no. 144, pp. 80 & 250
Claude Monet-Auguste Rodin, Centenaire de l'exposition de 1889 (exhibition catalogue), Musée Rodin, Paris, 1989, no. 144, illustrated p. 99
Marianne Alphant, Claude Monet, Une vie dans le paysage,
READ MORE
Monet’s Sous les Peupliers is amongst the finest evocations of the French countryside the artist committed to canvas during the 1880s. Its extraordinarily rich surface, composed using spontaneous brushwork and areas of thickly applied paint, exemplifies the technical virtuosity Monet had achieved by the end of the decade. The idyllic agrarian subject matter of this work encapsulates the central focus of Monet’s œuvre towards the end of the 19th Century; he divorced himself from painting urban scenes and the banlieue of Paris and devoted himself fully to his beloved countryside, with it majestic avenues of poplar trees, canals and wheat fields.

Painted in 1887, the present work was executed during a period of respite from extensive travelling. The previous year Monet undertook painting campaigns to Holland and Brittany, but had also finally established a permanent
READ MORE
","Signed Claude Monet and dated 87 (lower left)
",Oil on canvas,73 by 92 cm,https://sothebys-com.brightspotcdn.com/dims4/default/b966acc/2147483647/strip/true/crop/2000x1595+0+0/resize/212x169!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fc9%2F1a%2F18%2Fa89304b26403660cb928b7db9a81d370ffeed4d3ec8e4dd29d1814e267%2F767n09219-7tdy8.jpg,"12,000,000",Found,"Signed Claude Monet and dated 87 (lower left)
Oil on canvas
28 ¾ by 36 ¼ in.
73 by 92 cm
Painted in 1887.",
Piet Mondrian,Composition No. II with Blue and Yellow,02.04.2014,"20,315,296",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Piet Mondrian Composition No. II with Blue and Yellow&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Andy Warhol,Sixteen Jackies,05.10.2011,"20,242,500","Executed in 1964.
Estate of the Artist
The Andy Warhol Foundation for the Visual Arts, Inc., New York
Acquired by the present owner from the above

*13th canvas:
Ileana Sonnabend, New York and Paris
Gian Enzo Sperone, Turin
Private Collection, New York
Acquired by the present owner from the above
Barcelona, Fundació Joan Miró, Andy Warhol 1960-1968, September - December 1996, cat. no. 27, illustrated in color (top left canvas only)
New York, C&M Arts, Women of Warhol - Marilyn, Liz & Jackie, April - June 2000, cat. no. 17, illustrated in color
Berlin, Neue Nationalgalerie; London, Tate Modern; Los Angeles, Museum of Contemporary Art, Andy Warhol Retrospective, October 2001 - August 2002, cat. no. 144, p. 205, illustrated in color
New York, Tony Shafrazi Gallery, Andy Warhol: From the Factory 1963, '64, '65 Boxes, Jackies, Flowers, May - July 2009, no. 16, illustrated in color
Rainer Crone, Andy Warhol, New York, 1970, cat. no. 109, illustrated (13th panel of present work shown as 1st panel of triptych)
Rainer Crone, Das Bildnerische Werk Andy Warhols, Berlin, 1976, cat. no. 118 (13th panel of present work as 1st panel of triptych)
George Frei and Neil Printz, The Andy Warhol Catalogue Raisonné: Paintings and Sculpture 1964 - 1969, vol. 2A, New York, 2004, cat. nos. (left to right, starting upper left), 1145, 1070, 1230, 993, 1181, 1009, 1108, 1073, 1074, 1140, 1105, 1053, 1126, 1010, 1039, 1228 and pp. 205, 176, 230, 155, 212, 157, 189, 177, 177, 201, 188, 171, 196, 157, 169 and 228, illustrated in color
 
Painted in 1964 at the heart of Andy Warhol's most historic period, Sixteen Jackies is a complex and extraordinarily rare declaration of the twin pedestals on which Warhol's artistic genius rest: ubiquitous public icons and serial imagery. A tour-de-force presentation of one of Warhol's most poignant images – his well-known series of portraits of the First Lady, Jacqueline Kennedy, as seen by millions through the press coverage surrounding her husband's assassination – Sixteen Jackies is also a powerful celebration of Warhol's inspired use of multiple image repetition as a thematic device.
In the early 1960s, Warhol's rows of soup cans and movie stars were screened within a single canvas. With the Jackie paintings, Warhol for the first time created numbers of small panels which he could later assemble into larger compositions. Against backgrounds of blues, white
READ MORE
",-,-,50.8 x 40.6 cm,https://sothebys-com.brightspotcdn.com/dims4/default/b2d1940/2147483647/strip/true/crop/3182x4000+0+0/resize/169x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F51%2F13%2F85%2F2987941f1e83d8e43a33177802c5e6e66b491522f32c0f6f5e0a39bdb0%2F001n08744-5xyrf.jpg,"20,000,000",Found,"acrylic and silkscreen ink on canvas in 16 panels
each: 20 x 16 in. 50.8 x 40.6 cm. overall: 80 x 64 in. 203.2 x 162.6 cm.",
Piero Manzoni,Achrome,10.17.2014,"20,218,814","The Artist
Countess Valeria Manzoni di Chiosca, Milan (the artist's mother) 
Private Collection, Italy (thence by descent from the above) 
Acquired from the above by the present owner in 2000
Zagreb, Galerija suvremene umjetnosti, Nove Tendencije, August - September 1961, n.p., no. 41, illustrated (incorrect orientation)
London, Tate Gallery, Piero Manzoni: Paintings, Reliefs and Objects, March - May 1974, no. 74
Milan, Galleria Blu, Piero Manzoni. Essere in tutti i Sensi, April - July 1988
Paris, Musée d’Art Moderne de la Ville de Paris; Herning, Herning Kunstmuseum; Madrid, La Fundación “La Caixa”, Piero Manzoni, March - December 1991, p. 135, no. 65, illustrated 
Turin, Castello di Rivoli - Museo d’Arte Contemporanea, Piero Manzoni, February - March 1992, p. 135, no. 65, illustrated
London, Serpentine Gallery, Piero Manzoni, February - April 1998, p. 187, illustrated in colour
Naples, Madre: Museo d’Arte Contemporanea Donnaregina, Piero Manzoni, May - September 2007, p. 266, no. 292, illustrated
READ MORE
Germano Celant, Piero Manzoni: Catalogo Generale, Milan 1975, p. 208, no. 16 flc, illustrated
Exh. Cat., Soncino, Rocca Sforzesca, La base del mondo, oltre. Omaggio a Piero Manzoni: materiali e proposte per un’arte di domani, October 1986, p. 22, illustrated (incorrect orientation) 
Freddy Battino, L’impronta Blu. 1957-1987, Milan 1987, p. 72, no. 6, illustrated
Freddy Battino and Luca Palazzoli, Piero Manzoni: Catalogue Raisonné, Milan 1991, p. 345, no. 620 BM, illustrated
Germano Celant, Piero Manzoni: Catalogo Generale, Vol. I & II, Milan 2004, p. 279 (Vol I) and p. 519 (Vol II), no. 858, illustrated in colour
“There is nothing to be said: There is only to be, to live.”
Piero Manzoni cited in: Exh. Cat., London, Tate Gallery, Piero Manzoni: Paintings, Reliefs and Objects, March - May 1974, p. 47
Richly balanced, pure and absolute, Piero Manzoni’s elegant Achrome of 1961 presents an exemplary archetype of the artist’s desire to free the surface of painting by employing only the most primary of materials. Here Manzoni’s singular use of kaolin and cloth transcends the painterly gesture inherent to traditional post-war artistic production, refining the work to its most untouched, raw materiality. Indeed, Achrome is a testament to the artist’s own venerable words: “We absolutely cannot consider the picture as a space onto which to project our mental scenography. It is the area of freedom in which we search for the discovery of our first images. Images which are as
READ MORE
","signed and dated ’61 on the stretcher 
",-,150 by 100 cm,https://sothebys-com.brightspotcdn.com/dims4/default/10f7fb3/2147483647/strip/true/crop/1377x2000+0+0/resize/146x212!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2F54%2Fd4%2F7b%2F74261f79ece74dcf88a8f9c9d9c1c86e78fd2e81b43810bdbe4d01f823%2Fmanzoni-bbqxn-03-wall.jpg,"2,000,000",Found,"signed and dated ’61 on the stretcher 
sewn cloth and kaolin
150 by 100 cm. 59 by 39 1/4 in.",
